Nº;DATE;TIME;FIELD;RACE;BOX;GREY;RTG
1203;2024-11-10;03:27;wagga;R7;7;OSCAR FAITH;76
1204;2024-11-10;03:27;wagga;R7;8;TRENT CRIMM;
1205;2024-11-10;03:52;wagga;R8;1;SCOTT LIL DIVA;85
1206;2024-11-10;03:52;wagga;R8;2;SISTERS NEW;66
1207;2024-11-10;03:52;wagga;R8;3;JOEY TWO TIMES;100
1208;2024-11-10;03:52;wagga;R8;4;BEVAN BALE;89
1209;2024-11-10;03:52;wagga;R8;5;CAWBOURNE BALDO;79
1210;2024-11-10;03:52;wagga;R8;6;RAPID RELEASE;80
1211;2024-11-10;03:52;wagga;R8;7;WHERE'S FLORENCE;75
1212;2024-11-10;03:52;wagga;R8;8;IMPRESS ROUSEY;89
1213;2024-11-10;04:07;wagga;R9;1;INGA LEAH;66
1214;2024-11-10;04:07;wagga;R9;2;TRICKY RIDDLES;
1215;2024-11-10;04:07;wagga;R9;3;MASHLE WAVE;95
1216;2024-11-10;04:07;wagga;R9;4;GHOST OF TIME;81
1217;2024-11-10;04:07;wagga;R9;5;GRACIE PACEY;66
1218;2024-11-10;04:07;wagga;R9;6;JESSORE;68
1219;2024-11-10;04:07;wagga;R9;7;TIGGERLONG GILL;100
1220;2024-11-10;04:07;wagga;R9;8;BIANCA ARLEE;97
1221;2024-11-10;04:29;wagga;R10;1;TALAKAI;100
1222;2024-11-10;04:29;wagga;R10;2;TINY BIANCA;94
1223;2024-11-10;04:29;wagga;R10;3;GOT A PRINCIPLE;99
1224;2024-11-10;04:29;wagga;R10;4;ZEAM BALE;81
1225;2024-11-10;04:29;wagga;R10;5;SO DELIRIOUS;99
1226;2024-11-10;04:29;wagga;R10;6;BAM BAM BETTY;68
1227;2024-11-10;04:29;wagga;R10;7;CAWBOURNE GIA;66
1228;2024-11-10;04:29;wagga;R10;8;SUDOKU JADE;67
1229;2024-11-10;04:48;wagga;R11;1;BIANCA'S DREAM;100
1230;2024-11-10;04:48;wagga;R11;2;MATES GULLY;94
1231;2024-11-10;04:48;wagga;R11;3;ASTON ELENA;94
1232;2024-11-10;04:48;wagga;R11;4;SUDOKU SHIRLEY;66
1233;2024-11-10;04:48;wagga;R11;5;BRUNO'S ENCANTO;66
1234;2024-11-10;04:48;wagga;R11;6;ASTON BOLIVAR;90
1235;2024-11-10;04:48;wagga;R11;7;CAWBOURNE PLOUGH;91
1236;2024-11-10;04:48;wagga;R11;8;BOOM BAM POPPY;86
